date,actuals.cases,actuals.deaths,metrics.caseDensity,metrics.testPositivityRatio,cdcTransmissionLevel,riskLevels.caseDensity,riskLevels.overall,metrics.vaccinationsCompletedRatio,metrics.vaccinationsInitiatedRatio
2020-04-05,332871.0,9285.0,9703.1,0.10848468809073725,0.4314303443996277,0.11051815079118835,0.20487123797704004,0.05244152595372108,0.1170569105691057
2020-04-06,363389.0,10662.0,10447.0,0.10793005671077506,0.433266108180784,0.11512565932361155,0.20933912503878377,0.05244152595372108,0.1170569105691057
2020-04-07,394848.0,12748.0,11193.2,0.10896408317580339,0.43709277071051816,0.1221532733478126,0.21701830592615576,0.05244152595372108,0.1170569105691057
2020-04-08,426315.0,14655.0,11619.4,0.10896446124763706,0.44554762643499846,0.12528699968973006,0.21905057399937947,0.05244152595372108,0.1170569105691057
2020-04-09,460667.0,16262.0,11993.1,0.10850926275992438,0.4482107767090702,0.12707105181507913,0.21990381632019856,0.05244152595372108,0.1170569105691057
2020-04-10,493794.0,18592.0,12235.1,0.10750018903591683,0.4508222153273348,0.13121315544523737,0.22162581445857898,0.05244152595372108,0.1170569105691057
2020-04-11,524594.0,20340.0,12216.1,0.10797240075614366,0.4585789636984176,0.13487434067638848,0.22538008067018309,0.05244152595372108,0.1170569105691057
2020-04-12,551255.0,21916.0,12273.3,0.10858109640831758,0.4571051815079119,0.13510704312752095,0.22457337883959047,0.05244152595372108,0.1170569105691057
2020-04-13,576685.0,23202.0,12160.5,0.10902079395085067,0.4595873409866584,0.13473471920570898,0.22330127210673287,0.05244152595372108,0.1170569105691057
2020-04-14,603437.0,27431.0,11830.9,0.10851531190926277,0.45888923363326095,0.13482780018616197,0.2216103009618368,0.05244152595372108,0.1170569105691057
2020-04-15,634074.0,29872.0,11822.2,0.10932022684310018,0.4578808563450202,0.13411417933602235,0.21979522184300343,0.05244152595372108,0.1170569105691057
2020-04-16,665521.0,32186.0,11843.2,0.10861625708884688,0.45206329506670806,0.13676698727893266,0.21915916847657463,0.05244152595372108,0.1170569105691057
2020-04-17,696890.0,34064.0,11946.8,0.10899017013232513,0.44914158651360014,0.13822525597269625,0.2192057089668011,0.05244152595372108,0.1170569105691057
2020-04-18,725003.0,35684.0,12270.3,0.10771417769376182,0.4442806908677216,0.1390629847967732,0.21754576481538943,0.05244152595372108,0.1170569105691057
2020-04-19,750465.0,38161.0,12604.4,0.1068351606805293,0.4444099700072396,0.14070741545144275,0.2178250077567484,0.05244152595372108,0.1170569105691057
2020-04-20,777364.0,39984.0,13019.9,0.10528241965973534,0.44715068776502226,0.14337573689109526,0.21658392801737514,0.05244152595372108,0.1170569105691057
2020-04-21,802821.0,42861.0,13403.9,0.10367410207939509,0.4455993380908057,0.1480608129072293,0.22032268073223704,0.05244152595372108,0.1170569105691057
2020-04-22,830671.0,45219.0,13938.4,0.10130132325141777,0.44197952218430037,0.15041886441203847,0.2203071672354949,0.05244152595372108,0.1170569105691057
2020-04-23,863513.0,47483.0,14536.2,0.09991153119092629,0.4399110559520116,0.15328886130933914,0.22181197641948497,0.05244152595372108,0.1170569105691057
