date,actuals.cases,actuals.deaths,metrics.deathDensity,metrics.caseDensity,metrics.testPositivityRatio,cdcTransmissionLevel,riskLevels.caseDensity,riskLevels.overall,metrics.vaccinationsCompletedRatio,metrics.vaccinationsInitiatedRatio
2021-06-06,32969049.0,593297.0,6.404166131254161,15751.9,0.039025731746542294,0.35720566935650727,0.16934616180426237,0.18551106972894682,0.33482193126022913,0.38484386252045827
2021-06-07,32982907.0,593589.0,6.407954515751838,15754.0,0.03893116757799936,0.3549555141733912,0.16878750258638528,0.18448686116283883,0.3359168576104747,0.38568707037643213
2021-06-08,32995545.0,593971.0,6.414335593996791,16240.8,0.037714055966548726,0.3578005379681357,0.170339333747155,0.18541278708876477,0.3371162029459902,0.38637381342062194
2021-06-09,33015326.0,594413.0,6.419980535389423,16324.4,0.03795046638790608,0.35591247672253257,0.17039623422304986,0.18550072418787505,0.338637643207856,0.387386906710311
2021-06-10,33028832.0,594828.0,6.425124928943275,16102.0,0.03781440977806368,0.34856714256155596,0.16791330436581833,0.18416614938961307,0.34025695581014725,0.3884546644844517
2021-06-11,33056189.0,595311.0,6.431483102504734,15582.5,0.03806432936635574,0.34590316573556795,0.16578729567556386,0.1825367266708049,0.3421954173486088,0.389620294599018
2021-06-12,33063838.0,595469.0,6.434046667490451,15359.8,0.03826375040205854,0.3423080902131181,0.16565280364163046,0.18083488516449414,0.34348183306055646,0.390349263502455
2021-06-13,33068802.0,595564.0,6.435834353073336,15143.4,0.037920874879382435,0.3344454789985516,0.16495447961928408,0.1803538175046555,0.34429885433715224,0.39079738134206216
2021-06-14,33080815.0,595725.0,6.438500569646368,14941.7,0.0375226761016404,0.3317297744672046,0.1627819159942065,0.17911235257603975,0.34531685761047465,0.3914032733224223
2021-06-15,33091429.0,596106.0,6.443396267125473,14640.4,0.03748407848182695,0.3268673701634595,0.16015414856196977,0.17783467825367266,0.3461577741407528,0.39200163666121113
2021-06-16,33104904.0,596476.0,6.44961912308868,14306.5,0.03705853972338372,0.31817711566314916,0.15668839230291745,0.17411028346782537,0.347976759410802,0.39304713584288054
2021-06-17,33115123.0,596754.0,6.450849349504478,13897.7,0.03700771952396269,0.31194392716739083,0.15349162011173184,0.1723618870266915,0.3497859247135843,0.3944117839607202
2021-06-18,33136038.0,597113.0,6.454794259408748,13781.4,0.037075265358636214,0.3066677012207738,0.15279846885992138,0.1718549555141734,0.35102782324058923,0.39526219312602295
2021-06-19,33143607.0,597278.0,6.456333613986334,13779.1,0.03698198777742039,0.3063314711359404,0.15253983033312643,0.17186012828470928,0.3521957446808511,0.39606644844517186
2021-06-20,33147632.0,597368.0,6.457043763857416,13666.6,0.03741202959150853,0.30472791226981166,0.15049141320091042,0.1717773639561349,0.3529924713584288,0.39660032733224226
2021-06-21,33159125.0,597630.0,6.4602580667895895,13559.7,0.03753811514956578,0.3024518932340161,0.1489395820401407,0.1707686737016346,0.3537675941080196,0.39718952536824875
2021-06-22,33170039.0,597972.0,6.464843940900669,13607.2,0.037885172081055,0.3019863438857852,0.14899648251603562,0.17151355265880405,0.35455155482815054,0.39779410801963994
2021-06-23,33183729.0,598358.0,6.468938759310867,13794.4,0.038538758443229335,0.3018828884750672,0.1494309952410511,0.17177219118559903,0.3553646481178396,0.3984330605564648
2021-06-24,33195579.0,598677.0,6.472564127164417,13765.2,0.03904181408813123,0.2999689633767846,0.149130974549969,0.1723618870266915,0.3565911620294599,0.39945270049099835
2021-06-25,33219382.0,599070.0,6.476168786122281,13722.6,0.03972274043100676,0.30390026898406786,0.14950341402855372,0.17377405338299196,0.3576631751227496,0.4003852700490998
2021-06-26,33225912.0,599193.0,6.477456881875595,13696.5,0.04011321968478611,0.305529691702876,0.14989654458928203,0.17480343471963586,0.3587253682487725,0.4011410801963994
2021-06-27,33229911.0,599273.0,6.4777901215826805,13906.5,0.040752975233193954,0.3101851851851852,0.1500051727705359,0.17621560107593626,0.35965139116202943,0.40198690671031095
2021-06-28,33244925.0,599438.0,6.4805844292573775,14142.8,0.041801865551624316,0.3131078005379681,0.15047072211876683,0.17719325470722122,0.3604932896890344,0.4025983633387889
2021-06-29,33255338.0,599754.0,6.485515591732727,14523.5,0.04303216468317787,0.31882371198013654,0.15196565280364163,0.1788744051313884,0.3613531914893617,0.40333322422258594
2021-06-30,33270261.0,600040.0,6.490276655507785,14889.6,0.04582888388549373,0.33400579350300014,0.15244672046348023,0.18102627767432236,0.36219999999999997,0.4040968903436989
2021-07-01,33301213.0,600247.0,6.492455531259662,15298.3,0.047956577677709875,0.3383509207531554,0.15550382785019656,0.18684564452720878,0.36416432078559735,0.4067414075286416
2021-07-02,33329394.0,600438.0,6.49619263383393,15545.8,0.05030299131553554,0.34727394992758126,0.15723153320918684,0.1900424167183944,0.36500098199672665,0.40754075286415714
2021-07-03,33342010.0,600522.0,6.497318464164935,15523.3,0.052043100675458344,0.35255017587419823,0.1595747982619491,0.19581005586592182,0.36583240589198035,0.4087682487725041
2021-07-04,33345449.0,600553.0,6.497483627245604,15776.1,0.05308041170794467,0.35565383819573765,0.16171115249327542,0.19877922615352783,0.36626088379705396,0.4091787234042553
2021-07-05,33350749.0,600590.0,6.49818685282332,16094.9,0.0545725313605661,0.3605162424994827,0.16198530933167807,0.20234843782329817,0.366542062193126,0.4094824877250409
2021-07-06,33372996.0,600912.0,6.501076752018027,15793.9,0.05792473464136378,0.36618042623629216,0.15927477757086697,0.2047899855162425,0.3671872340425532,0.4104153846153846
2021-07-07,33397719.0,601237.0,6.5070856374382275,16588.7,0.0588443229334191,0.38268156424581007,0.1628439892406373,0.21323194703082973,0.3678661211129296,0.4105355155482815
2021-07-08,33471271.0,601486.0,6.51004784790064,17673.3,0.06061048568671598,0.3977601903579557,0.16902027726050073,0.22221704945168633,0.36865761047463175,0.41127430441898527
2021-07-09,33516536.0,601831.0,6.513604707458389,19176.1,0.06284979092955935,0.41599420649699975,0.1777105317608111,0.23247982619491,0.36922945990180034,0.4111381342062193
